missing_reference,count
Application number: 45135/12,23
Application number: 1075/16,23
"Incal v. Turkey, judgment of 9 June 1998, Reports 1998-IV, p. 1573, § 72",23
Application number: 77722/01,23
Application number: 30070/02,23
"Massa v. Italy judgment of 24 August 1993, Series A no. 265-B, p. 20, § 26",23
"Dalia v. France, 19 February 1998, § 38, Reports 1998-I",23
Application number: 6222/03,23
Application number: 664/05,23
Application number: 79885/12,23
Application number: 17019/02,23
Application number: 5977/03,23
Application number: 23113/08,23
Application number: 32940/08,23
Application number: 28151/13,23
Application number: 21056/11,22
Application number: 23800/06,22
Application number: 994/03,22
Application number: 28204/95,22
Application number: 2004/05,22
Application number: 73744/01,22
Application number: 77193/01,22
Application number: 5666/07,22
Application number: 45434/12,22
Application number: 26154/95,22
Application number: 36747/02,22
Application number: 26149/95,22
Application number: 16984/04,22
Application number: 16855/04,22
Application number: 20319/17,22
Application number: 25260/14,22
Application number: 73562/01,22
"Ashingdane v. the United Kingdom, 28 May 1985, § 57, Series A no. 93",22
Application number: 77631/01,22
Application number: 9644/09,22
Application number: 9947/05,22
Application number: 57039/00,22
Application number: 27100/95,22
Application number: 14659/04,22
Application number: 12719/87,22
"Engel and Others v. the Netherlands, 8 June 1976, § 82, Series A no. 22",22
Application number: 77196/01,22
Application number: 27101/95,22
Application number: 25239/13,22
Application number: 45995/99,22
Application number: 57313/00,22
Application number: 37816/12,22
Application number: 63629/10,22
Application number: 4292/04,22
Application number: 73712/01,22
Application number: 9146/07,22
Application number: 33502/07,22
"Oberschlick v. Austria (no. 1), 23 May 1991, § 57, Series A no. 204",22
"Tejedor García v. Spain, 16 December 1997, § 31, Reports 1997-VIII",22
Application number: 73973/01,22
Application number: 44328/98,22
Application number: 40221/98,22
Application number: 21414/17,22
Application number: 73565/01,22
"Abdulaziz, Cabales and Balkandali v. the United Kingdom, 28 May 1985, § 67, Series A no. 94",22
"Akdivar and Others v. Turkey, 16 September 1996, Reports of Judgments and Decisions 1996-IV",22
Application number: 46099/06,22
Application number: 19219/07,22
Application number: 4347/04,22
Application number: 24428/03,22
Application number: 2916/02,22
Application number: 26895/14,22
Application number: 60567/10,22
Application number: 39/03,22
Application number: 73972/01,22
Application number: 5/11,22
Application number: 70520/10,22
Application number: 26977/03,22
Application number: 28326/09,22
Application number: 7360/76,21
"Zanghì v. Italy, judgment of 19 February 1991, Series A no. 194-C, p. 47, § 23",21
Application number: 20271/06,21
Application number: 13681/03,21
Application number: 3417/02,21
Application number: 26431/12,21
"Chahal v. the United Kingdom, 15 November 1996, Reports of Judgments and Decisions 1996-V",21
Application number: 71630/01,21
Application number: 13079/87,21
Application number: 65101/16,21
"Aydin v. Turkey, judgment of 25 September 1997, Reports 1997-VI, pp. 1895-1896, § 103",21
Application number: 72776/01,21
Application number: 14027/11,21
Application number: 20696/06,21
Application number: 69869/01,21
"Barberà, Messegué and Jabardo v. Spain (Article 50), judgment of 13 June 1994, Series A no. 285-C, pp. 57-58, §§ 16-20",21
"McCann and Others v. the United Kingdom, judgment of 27 September 1995, Series A no. 324, p. 49, § 161",21
Application number: 44700/06,21
Application number: 31/01,21
Application number: 6/80,21
Application number: 111/09,21
Application number: 17517/07,21
Application number: 43616/08,21
Application number: 59493/00,21
Application number: 48226/10,21
Application number: 65187/10,21
Application number: 32650/07,21
"Ribitsch v. Austria, 4 December 1995, § 38, Series A no. 336",21
Application number: 5742/03,21
Application number: 41626/08,21
"Amuur v. France, 25 June 1996, § 36, Reports of Judgments and Decisions 1996-III",21
Application number: 55609/00,21
Application number: 28972/95,21
Application number: 2428/05,21
"Cardot v. France, judgment of 19 March 1991, Series A no. 200, § 36",21
Application number: 57715/09,21
Application number: 31083/17,21
Application number: 44841/09,21
Application number: 57877/09,21
Application number: 30598/02,21
Application number: 29414/09,21
Application number: 43750/06,21
"Cardot v. France, 19 March 1991, § 34, Series A no 200",21
Application number: 01/07,21
Application number: 30491/17,21
Application number: 76114/01,21
Application number: 71/01,21
"Assenov and Others v. Bulgaria, 28 October 1998, Reports of Judgments and Decisions 1998-VIII",21
Application number: 39627/05,21
Application number: 27/90,21
Application number: 12572/08,21
Application number: 39631/05,21
Application number: 28365/02,21
Application number: 42264/98,21
Application number: 10/02,21
Application number: 5994/02,21
Application number: 71685/16,21
Application number: 47936/99,21
Application number: 69714/16,21
Application number: 16/08,21
Application number: 11187/05,21
Application number: 8693/03,21
Application number: 31976/03,21
"Hokkanen v. Finland, judgment of 23 September 1994, Series A no. 299-A, p. 20, § 55",21
Application number: 32759/03,21
Application number: 46684/07,20
Application number: 26691/18,20
Application number: 708/02,20
"Teixeira de Castro v. Portugal, 9 June 1998, § 34, Reports 1998-IV",20
Application number: 27367/18,20
Application number: 2500/07,20
Application number: 34770/09,20
Application number: 16/07,20
Application number: 27156/02,20
Application number: 1/07,20
Application number: 48377/10,20
Application number: 3453/12,20
"Keegan v. Ireland, judgment of 26 May 1994, Series A no. 290, p. 19, § 49",20
Application number: 48555/10,20
Application number: 35802/05,20
Application number: 48154/99,20
Application number: 40552/02,20
Application number: 74762/01,20
Application number: 43628/07,20
Application number: 27517/02,20
Application number: 19125/04,20
Application number: 25803/04,20
Application number: 25817/04,20
Application number: 71667/17,20
Application number: 27619/95,20
Application number: 48310/16,20
Application number: 45175/04,20
Application number: 7050/75,20
Application number: 80/02,20
"Ribitsch v. Austria, 4 December 1995, Series A no. 336",20
Application number: 27618/95,20
Application number: 19490/04,20
Application number: 171/05,20
Application number: 19495/04,20
Application number: 19497/04,20
Application number: 47636/99,20
Application number: 43476/98,20
Application number: 57005/13,20
Application number: 62003/08,20
"Ribitsch v. Austria, judgment of 4 December 1995, Series A no. 336, § 32",20
"Incal v. Turkey, judgment of 9 June 1998, Reports 1998 IV, p. 1573, § 72 in fine",20
Application number: 44062/09,20
Application number: 63267/00,20
Application number: 17/95,20
Application number: 6/89,20
Application number: 2041/05,20
Application number: 41145/02,20
"Ribitsch v. Austria, 4 December 1995, § 34, Series A no. 336",20
Application number: 24/84,20
Application number: 26716/09,20
Application number: 19475/04,20
Application number: 56550/00,20
Application number: 57043/13,20
Application number: 15404/89,20
Application number: 45355/99,20
"Hornsby v. Greece, judgment of 19 March 1997, Reports of Judgments and Decisions 1997-II, p. 510, § 40",20
"Remli v. France, 23 April 1996, § 33, Reports of Judgments and Decisions 1996-II",20
Application number: 76973/01,20
Application number: 99/99,20
"Çiraklar v. Turkey, judgment of 28 October 1998, Reports 1998-VII, p. 3074, §§ 44-45",20
Application number: 29958/96,20
Application number: 12860/87,20
Application number: 27/92,20
Application number: 6959/75,20
Application number: 44190/98,20
Application number: 35072/97,20
Application number: 59663/17,20
Application number: 25867/02,20
Application number: 24729/04,20
"Obermeier judgment of 28 June 1990, Series A no 179, p. 23, para. 72",20
Application number: 37194/97,20
Application number: 21956/02,19
Application number: 23/93,19
Application number: 473/93,19
Application number: 44/98,19
Application number: 16400/06,19
Application number: 22412/05,19
Application number: 2699/03,19
Application number: 10140/13,19
Application number: 16563/08,19
Application number: 48188/99,19
"Francesco Lombardo v. Italy judgment of 26 November 1992, Series A no. 249-B",19
"Philis v. Greece (no. 2) judgment of 27 June 1997, Reports 1997-IV, p. 1083, § 35",19
Application number: 42216/98,19
Application number: 21/90,19
Application number: 27207/04,19
Application number: 15614/05,19
Application number: 26/77,19
Application number: 59773/00,19
Application number: 20/79,19
Application number: 17382/04,19
Application number: 70084/01,19
Application number: 43/77,19
Application number: 43597/07,19
Application number: 2096/05,19
Application number: 15055/08,19
Application number: 21945/02,19
Application number: 18698/10,19
Application number: 14988/09,19
Application number: 18668/10,19
Application number: 99/11,19
"Amuur v. France, 25 June 1996, § 50, Reports 1996-III",19
Application number: 24880/05,19
Application number: 30226/10,19
Application number: 21099/06,19
Application number: 43490/07,19
Application number: 45357/99,19
Application number: 18647/10,19
Application number: 18663/10,19
Application number: 75255/01,19
Application number: 51501/99,19
Application number: 29295/95,19
Application number: 29363/95,19
Application number: 42113/04,19
Application number: 20329/05,19
Application number: 62915/00,19
Application number: 21953/02,19
Application number: 44725/06,19
Application number: 21951/02,19
Application number: 21933/02,19
"Piersack v. Belgium (Article 50), judgment of 26 October 1984, Series A no. 85, p. 16, § 12",19
Application number: 35/91,19
